2 1 0 0 1 0 0 0 0 0.103461 0.206922 0.103461 0.206922 0.573464 1.14693 0.0400716 0.0801432 0.0400716 0.0801432 0.326845 0.653689 -0.339656 -0.339656 0.193508 0.0410588 0.0410588 0.568118 0 0 0 0.103461 0.206922 0.103461 0.206922 0.573464 1.14693 0.0400716 0.0801432 0.0400716 0.0801432 0.326845 0.653689 -0.339656 -0.339656 0.193508 0.0410588 0.0410588 0.568118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 0 0.04 1 588.954 0 0 0 0.103461 0.206923 0.103461 0.206923 0.573464 1.14693 0.0400717 0.0801434 0.0400717 0.0801434 0.326844 0.653689 -0.339656 -0.339656 0.193508 0.0410589 0.0410589 0.568117 0 0 0 0.103461 0.206923 0.103461 0.206923 0.573464 1.14693 0.0400717 0.0801434 0.0400717 0.0801434 0.326844 0.653689 -0.339656 -0.339656 0.193508 0.0410589 0.0410589 0.568117 0.930655 0.00350257 0.930655 -0.00350257 0.931046 0.00266227 0.931046 -0.00266227 0.935424 0 0.96 0.010242 0.96 -0.010242 0.991778 0 0.991389 0 0.997733 0 0.999036 0 0.998977 0 0.999463 0 0.999819 0 0.999724 0 0.999825 0 0.999727 0 0.999826 0 0.99005 0 0.99005 0 0.99005 0 
1 1 0 0.08 1 588.948 0 0 0 0.103462 0.206923 0.103462 0.206923 0.573463 1.14693 0.040072 0.080144 0.040072 0.080144 0.326844 0.653688 -0.339656 -0.339656 0.193507 0.0410593 0.0410593 0.568116 0 0 0 0.103462 0.206923 0.103462 0.206923 0.573463 1.14693 0.040072 0.080144 0.040072 0.080144 0.326844 0.653688 -0.339656 -0.339656 0.193507 0.0410593 0.0410593 0.568116 0.930655 0.00350256 0.930655 -0.00350256 0.931046 0.00266229 0.931046 -0.00266229 0.935424 0 0.96 0.0102421 0.96 -0.0102421 0.991778 0 0.991389 0 0.997733 0 0.999036 0 0.998977 0 0.999463 0 0.999819 0 0.999724 0 0.999825 0 0.999727 0 0.999826 0 0.99005 0 0.99005 0 0.99005 0 
1 1 0 0.16 1 588.92 0 0 0 0.103464 0.206927 0.103464 0.206927 0.573459 1.14692 0.0400733 0.0801465 0.0400733 0.0801465 0.326842 0.653684 -0.339658 -0.339658 0.193503 0.0410606 0.0410606 0.568113 0 0 0 0.103464 0.206927 0.103464 0.206927 0.573459 1.14692 0.0400733 0.0801465 0.0400733 0.0801465 0.326842 0.653684 -0.339658 -0.339658 0.193503 0.0410606 0.0410606 0.568113 0.930655 0.00350253 0.930655 -0.00350253 0.931045 0.00266237 0.931045 -0.00266237 0.935424 0 0.96 0.0102426 0.96 -0.0102426 0.991778 0 0.99139 0 0.997733 0 0.999037 0 0.998978 0 0.999463 0 0.999819 0 0.999724 0 0.999825 0 0.999727 0 0.999826 0 0.99005 0 0.99005 0 0.99005 0 
1 1 0 0.32 1 588.811 0 0 0 0.103471 0.206941 0.103471 0.206941 0.573441 1.14688 0.0400783 0.0801565 0.0400783 0.0801565 0.326835 0.65367 -0.339662 -0.339662 0.193487 0.041066 0.041066 0.568098 0 0 0 0.103471 0.206941 0.103471 0.206941 0.573441 1.14688 0.0400783 0.0801565 0.0400783 0.0801565 0.326835 0.65367 -0.339662 -0.339662 0.193487 0.041066 0.041066 0.568098 0.930654 0.00350243 0.930654 -0.00350243 0.931045 0.00266268 0.931045 -0.00266268 0.935424 0 0.96 0.0102445 0.96 -0.0102445 0.991779 0 0.99139 0 0.997733 0 0.999037 0 0.998978 0 0.999463 0 0.999819 0 0.999724 0 0.999825 0 0.999727 0 0.999826 0 0.99005 0 0.99005 0 0.99005 0 
1 1 0 0.64 1 588.375 0 0 0 0.103499 0.206997 0.103499 0.206997 0.573371 1.14674 0.0400982 0.0801964 0.0400982 0.0801964 0.326806 0.653612 -0.339679 -0.339679 0.193423 0.0410874 0.0410874 0.568038 0 0 0 0.103499 0.206997 0.103499 0.206997 0.573371 1.14674 0.0400982 0.0801964 0.0400982 0.0801964 0.326806 0.653612 -0.339679 -0.339679 0.193423 0.0410874 0.0410874 0.568038 0.930654 0.003502 0.930654 -0.003502 0.931044 0.00266392 0.931044 -0.00266392 0.935423 0 0.96 0.0102521 0.96 -0.0102521 0.991391 0 0.99178 0 0.997733 0 0.999038 0 0.998979 0 0.999462 0 0.999724 0 0.999819 0 0.999825 0 0.999727 0 0.999826 0 0.99005 0 0.99005 0 0.99005 0 
1 1 0 1.14 1 587.118 0 0 0 0.10358 0.20716 0.10358 0.20716 0.573168 1.14634 0.0401561 0.0803122 0.0401561 0.0803122 0.326722 0.653443 -0.33973 -0.33973 0.193238 0.0411495 0.0411495 0.567864 0 0 0 0.10358 0.20716 0.10358 0.20716 0.573168 1.14634 0.0401561 0.0803122 0.0401561 0.0803122 0.326722 0.653443 -0.33973 -0.33973 0.193238 0.0411495 0.0411495 0.567864 0.930651 0.00350077 0.930651 -0.00350077 0.931041 0.00266753 0.931041 -0.00266753 0.935423 0 0.96 0.0102741 0.96 -0.0102741 0.991396 0 0.991784 0 0.997733 0 0.999041 0 0.998981 0 0.999461 0 0.999819 0 0.999723 0 0.999825 0 0.999727 0 0.999826 0 0.99005 0 0.99005 0 0.99005 0 
1 1 0 1.64 1 585.171 0 0 0 0.103708 0.207415 0.103708 0.207415 0.572852 1.1457 0.0402466 0.0804933 0.0402466 0.0804933 0.32659 0.65318 -0.339809 -0.339809 0.192948 0.0412467 0.0412467 0.567593 0 0 0 0.103708 0.207415 0.103708 0.207415 0.572852 1.1457 0.0402466 0.0804933 0.0402466 0.0804933 0.32659 0.65318 -0.339809 -0.339809 0.192948 0.0412467 0.0412467 0.567593 0.930648 0.00349883 0.930648 -0.00349883 0.931036 0.00267317 0.931036 -0.00267317 0.935423 0 0.959999 0.0103082 0.959999 -0.0103082 0.991789 0 0.991403 0 0.997733 0 0.998985 0 0.999047 0 0.999459 0 0.999722 0 0.999727 0 0.999819 0 0.999825 0 0.999826 0 0.99005 0 0.99005 0 0.99005 0 
1 1 0 2.14 1 582.554 0 0 0 0.103881 0.207762 0.103881 0.207762 0.572421 1.14484 0.0403699 0.0807398 0.0403699 0.0807398 0.326411 0.652822 -0.339916 -0.339916 0.192553 0.041379 0.041379 0.567224 0 0 0 0.103881 0.207762 0.103881 0.207762 0.572421 1.14484 0.0403699 0.0807398 0.0403699 0.0807398 0.326411 0.652822 -0.339916 -0.339916 0.192553 0.041379 0.041379 0.567224 0.930643 0.00349617 0.930643 -0.00349617 0.93103 0.00268086 0.93103 -0.00268086 0.935422 0 0.959998 0.0103545 0.959998 -0.0103545 0.991797 0 0.991412 0 0.997733 0 0.999054 0 0.998991 0 0.999456 0 0.999721 0 0.999727 0 0.999819 0 0.999826 0 0.999825 0 0.99005 0 0.99005 0 0.99005 0 
1 1 0 2.63999 1 579.296 -2.09582e-24 3.76158e-37 0 0.104101 0.208201 0.104101 0.208201 0.571876 1.14375 0.0405261 0.0810521 0.0405261 0.0810521 0.326185 0.652369 -0.340052 -0.340052 0.192053 0.0415468 0.0415468 0.566756 -2.09582e-24 3.76158e-37 0 0.104101 0.208201 0.104101 0.208201 0.571876 1.14375 0.0405261 0.0810521 0.0405261 0.0810521 0.326185 0.652369 -0.340052 -0.340052 0.192053 0.0415468 0.0415468 0.566756 0.930637 0.00349277 0.930637 -0.00349277 0.931022 0.00269062 0.931022 -0.00269062 0.935421 0 0.959997 0.0104128 0.959997 -0.0104128 0.991807 0 0.991423 0 0.997732 0 0.998998 0 0.999063 0 0.999453 0 0.999719 0 0.999727 0 0.999819 0 0.999825 0 0.999826 0 0.99005 0 0.99005 0 0.99005 0 
